id,proveedor_id,sku_detectado,descripcion_detectada,marca_detectada,precio_detectado,url_producto,imagen_url,fecha_captura,estatus,mensaje_error,nombre_normalizado,atributos_json,categoria_detectada,estatus_ia
11,9,CTHW10VC1,"CABLE CON AISLAMIENTO TIPO THW 10 AWG, 90° 600V. COLOR VERDE MCA. CONDULAC (CARRETE)",GENERICA,19.1400,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-10-awg-90-600v-color-verde-mca-condulac-carrete/,,2025-12-05 06:10:04,PENDIENTE,,Cal 10 - Cable THW-LS Verde (Carrete) / Condulac,"{""detalle"": ""Cable de cobre suave con aislamiento de PVC tipo THW-LS/THHW-LS, 10 AWG, 90°C, 600V, color verde, en carrete."", ""fuente_datos"": ""ORIGINAL""}",CONDUCTORES,PROCESADO
12,9,CTHW10R,"CABLE CON AISLAMIENTO TIPO THW 10 AWG, 90° 600V. COLOR ROJO MCA. CONDULAC",GENERICA,19.1400,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-10-awg-90-600v-color-rojo-mca-condulac/,,2025-12-04 13:36:31,PENDIENTE,,Cal 10 - Cable THW-LS Rojo (Caja 100m) / Condulac,"{""detalle"": ""Cable de cobre suave con aislamiento de PVC tipo THW-LS/THHW-LS, 10 AWG, 90°C, 600V, color rojo, en caja de 100 metros."", ""fuente_datos"": ""https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFzz-EoQBl9rA8f4l3Mllma3jjlQvP3RCJaOGR5En-J1DsG7I2gDsFJZqZlnZZI-cED6motbuDWVm7E3hNKp66V5TU_ohDBnjD0sJA0VTpMsmics0CQqE2rDcpu1S43QiV83iKwv0QTLzag94SHkFTNKtj-A80ftm9meIcKovF3qosC0H5KZVACjuOvmhPlllI=""}",CONDUCTORES,PROCESADO
13,9,CTHW10BC1,"CABLE CON AISLAMIENTO TIPO THW 10 AWG, 90° 600V. COLOR BLANCO, MCA. CONDULAC (CARRETE)",GENERICA,19.1400,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-10-awg-90-600v-color-blanco-mca-condulac-carrete/,,2025-12-05 06:10:44,PENDIENTE,,Cal 10 - Cable THW-LS Blanco (Carrete) / Condulac,"{""detalle"": ""Cable de cobre suave con aislamiento de PVC tipo THW-LS/THHW-LS, 10 AWG, 90°C, 600V, color blanco, en carrete."", ""fuente_datos"": ""https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGCQ1g8dXqzObwL4yWDXOYlhwO1jMb8Mrtg8SDay8K1FUz3FxDu7VxQ7cut4DJT9vBcre8HEZYDoXR29yg1oufkyDJxZZWMI6bzNdiKGFCh8clRcL4ERy78V3bcfMow8ClHQJ7kKHt1WuAtvD3YS7jH5G6vYalF_FmrpW5CDx1AgasJFIiicoUh02pZIL70ose8HOS9YQNT0YzxcLsf3L4hmbJ6Ie1JONNo6inmsXJn6Rw=""}",CONDUCTORES,PROCESADO
14,9,CTHW12N,"CABLE CON AISLAMIENTO TIPO THW 12 AWG, 90° 600V. COLOR NEGRO MCA. CONDULAC",GENERICA,12.1000,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-12-awg-90-600v-color-negro-mca-condulac/,,2025-12-05 06:06:30,PENDIENTE,,Cal 12 - Cable THW-LS Negro (Caja 100m) / Condulac,"{""detalle"": ""Cable de cobre suave con aislamiento de PVC tipo THW-LS/THHW-LS, 12 AWG, 90°C, 600V, color negro, en caja de 100 metros."", ""fuente_datos"": ""https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQG1b5lV-NLUydwzWlpoVzfzcwB6ECqh6QuzArdRfZbWGRmAtSBuWiKeM9Vc8vDXHvwRosENHTEhXWO6-ppUk-GEfJ28nvuvuTzwCJzt2gEQQjJznn8WWrRR4oDwWH2xgzMwYQV_Hqju9rKdPZ5cGppMEEwQMMMnvnByavj9IbmTPUFWEZ981qQ123UVgCbZe5M0bMDjWMcWgqoqOSg6oiQZjx-TIkcFzhE=""}",CONDUCTORES,PROCESADO
15,9,CTHW12V,"CABLE CON AISLAMIENTO TIPO THW 12 AWG, 90° 600V. COLOR VERDE MCA. CONDULAC",GENERICA,12.1000,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-12-awg-90-600v-color-verde-mca-condulac/,,2025-12-05 06:10:19,PENDIENTE,,Cal 12 - Cable THW-LS Verde (Caja 100m) / Condulac,"{""detalle"": ""Cable de cobre suave con aislamiento de PVC tipo THW-LS/THHW-LS, 12 AWG, 90°C, 600V, color verde, en caja de 100 metros."", ""fuente_datos"": ""https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFImcOZ8SuBH8EwqNeBRY1Bs_1XTlltm_p-xP3DI1yOpkEDMsxdSP_ailSjvX8uqoTWeyERj1V4LruEjtomVXUYH3kC7wbj-OTQCP3_3SBC9h4HdRbx28Dcsfn1xPrk32Gu2CSOqXZcnzIIhqvGZNCDBFqSycGEAfahdYVy-WkO=""}",CONDUCTORES,PROCESADO
16,9,CTHW1/0,"CABLE CON AISLAMIENTO TIPO THW 1/0 AWG, 90° 600V. COLOR NEGRO MCA. CONDULAC",GENERICA,189.6300,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-1-0-awg-90-600v-color-negro-mca-condulac/,,2025-12-05 06:05:54,PENDIENTE,,Cal 1/0 - Cable THW Negro (Rollo 100m) / Condulac,"{""detalle"": ""Calibre 1/0 AWG, Tipo THW, Color Negro, Presentación Rollo 100m"", ""fuente_datos"": ""https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFXjfgeae2H-u8LP8J21_-xx0rRueg5Z8n7GkhEuyQvhdScrGd-2OaxDRrX2hNFsNdhS7XKvIKQVtmDyQt0tFZcFNsmDOsFd6wgJjE-vE12vU7Knt-j6BS2nzri5HJkUgnD30VMuoooPkQGTz0vSCdm5nbHi9JM4hTW_pFduFI3ngZMq2uMo1b044Ne-L9PV6anKRCPbvY6zmg3Lc0mxl3cHxjyAJkjM4w""}",CONDUCTORES,PROCESADO
17,9,CTHW10NC1,"CABLE CON AISLAMIENTO TIPO THW 10 AWG, 90° 600V. COLOR NEGRO MCA. CONDULAC (CARRETE)",GENERICA,19.1400,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-10-awg-90-600v-color-negro-mca-condulac-carrete/,,2025-12-04 13:36:49,PENDIENTE,,Cal 10 - Cable THW Negro (Carrete) / Condulac,"{""detalle"": ""Calibre 10 AWG, Tipo THW, Color Negro, Presentación Carrete"", ""fuente_datos"": ""ORIGINAL""}",CONDUCTORES,PROCESADO
18,9,CTHW12AZC1,"CABLE CON AISLAMIENTO TIPO THW 12 AWG, 90°, 600 VOLTS, COLOR AZUL, CONDULAC (CARRETE)",GENERICA,12.1000,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-12-awg-90-600-volts-color-azul-condulac-carrete/,,2025-12-05 06:06:11,PENDIENTE,,Cal 12 - Cable THW Azul (Carrete) / Condulac,"{""detalle"": ""Calibre 12 AWG, Tipo THW, Color Azul, Presentación Carrete"", ""fuente_datos"": ""ORIGINAL""}",CONDUCTORES,PROCESADO
19,9,CTHW12NC1,"CABLE CON AISLAMIENTO TIPO THW 12 AWG, 90° 600V. COLOR NEGRO MCA. CONDULAC (CARRETE)",GENERICA,12.1000,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-12-awg-90-600v-color-negro-mca-condulac-carrete/,,2025-12-05 06:11:02,PENDIENTE,,Cal 12 - Cable THW Negro (Carrete) / Condulac,"{""detalle"": ""Calibre 12 AWG, Tipo THW, Color Negro, Presentación Carrete"", ""fuente_datos"": ""ORIGINAL""}",CONDUCTORES,PROCESADO
20,9,CTHW10V,"CABLE CON AISLAMIENTO TIPO THW 10 AWG, 90° 600V. COLOR VERDE MCA. CONDULAC",GENERICA,19.1400,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-10-awg-90-600v-color-verde-mca-condulac/,,2025-12-05 06:08:06,PENDIENTE,,Cal 10 - Cable THW Verde (Caja 100m) / Condulac,"{""detalle"": ""Calibre 10 AWG, Tipo THW, Color Verde, Presentación Caja 100m"", ""fuente_datos"": ""https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHzy5qWuMXIVJN6nx-SFvMBf1TjeNrtdeFvKxT2bYWZ0j7HaaJ9Yh3IIGs5pMlWzB9t6VJSEpObrWWmpEi27cxS8NBg5Qcz6NvQW_x9YA5Jr_KXIexw38tJ08yLo5j3XKYw8KhKGZvLcidgWANnxMizJJFbCxOVEg5s0Qgbfrpv-H9N680o4tBP9VquW-vIVv52SlfhBBpw6xRjVvimIvpFaQLOatAGEQ==""}",CONDUCTORES,PROCESADO
21,9,CTHW1/0C,"CABLE CON AISLAMIENTO TIPO THW 1/0 AWG, 90° 600V. COLOR NEGRO MCA. CONDULAC (CARRETE)",GENERICA,189.6300,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-1-0-awg-90-600v-color-negro-mca-condulac-carrete/,,2025-12-05 06:08:46,PENDIENTE,,Cal 1/0 - Cable THW-LS Negro (Carrete) / Condulac,"{""detalle"": ""Cable de cobre suave, tipo THW-LS, calibre 1/0 AWG, color negro, en carrete."", ""fuente_datos"": ""ORIGINAL, https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGULBntqp7IYbirJ6DnD_jAbiqq1zZTHSsYs4esXIB-YbbhRt9puUcVR7BF2E6KVeFBzIcQxxO1Z1FMpstyymxKCxVOK0QcBR3aKFQYVWCp9SDiT6Ehkf6JAYv29SUYIjYas7K-fUz0rvRNo8ExeH6JdMgu9O47yRGhZ5vYKceVIrODY4l2RLGe13y5k2AnX89MPq9jOmb3ng3e7Q==, https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiaNwJnLxoJrBpSYZbE_Nxz3Pcy6B1sTgQTM2-_CvN46L1AVxVnTlq7sk2hqobGSO9ij08Ns8tac1yVAWvm1G1-E3UohMVUBPc9wf0NILxZV-rLfAGIDsMrzcLBWdS-pdgXEMj-CfXOhbgQ0Tatw4Wv7eIK5aARlma2by97QFgEa7NCpl8F-rNfyuXIZ9VXIlP8nHKs6bsI-sx7p3TdC48wPpC5rbu_2xV2XsMF7czrAhN_2jNYnvHLR9ltyvo6vUy2r_D4Wtl5Tg==""}",CONDUCTORES,PROCESADO
22,9,CTHW12RC1,"CABLE CON AISLAMIENTO TIPO THW 12 AWG, 90° 600V. COLOR ROJO MCA. CONDULAC (CARRETE)",GENERICA,12.1000,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-12-awg-90-600v-color-rojo-mca-condulac-carrete/,,2025-12-05 06:09:48,PENDIENTE,,Cal 12 - Cable THW-LS Rojo (Carrete) / Condulac,"{""detalle"": ""Cable de cobre suave, tipo THW-LS, calibre 12 AWG, color rojo, en carrete."", ""fuente_datos"": ""ORIGINAL, https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQH9llZBWco9KBOIFKw4zfkejqnMWN2ohffjDuVmgF51RDi4Q5HOJM-U9BGnAztsRfQvWy9I_2cDDCX9ttKhqBNORXWcC-HOtMXJBcIdezTO-u3Rzwo_2lSx9v-vQQU3jQ-4tUqABBIv0hCFJEx9wIESgTU_mSGTUew_rkCOWqSuorNSSMK5MgJSsV9KHNu1SGpl0K6dEdkuPDQbkGDOBoSA_0G9v1WfatfajUE_acWg""}",CONDUCTORES,PROCESADO
23,9,CTHW12R,"CABLE CON AISLAMIENTO TIPO THW 12 AWG, 90° 600V. COLOR ROJO MCA. CONDULAC",GENERICA,12.1000,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-12-awg-90-600v-color-rojo-mca-condulac/,,2025-12-04 13:37:08,PENDIENTE,,Cal 12 - Cable THW-LS Rojo (Caja 100m) / Condulac,"{""detalle"": ""Cable de cobre suave, tipo THW-LS, calibre 12 AWG, color rojo, en caja de 100 metros."", ""fuente_datos"": ""ORIGINAL, https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFRXVpOgeC19HaVzFBMI2sZuSdj0a-MP7d7y5hunndMBpRvp-kF2lojbOwpO9_6k6Zo6jEp6C2Cf7QQBld_63cXxEJOW6x-pEg3Zh8xQ33RF0RNgZbGQpRKCGV4Jfu9z5wprkzA1rhdeBQ6OmYQ0dFkYVijPaWc84ZrAo5TsyokMBSrlohjP_2_Xbyl66tav7pMjrmtJT0GOZyRhO_RifLUtw9eLNpkmLeyG62kMN9HF_wJSsHU4lc7CZJ6MNFiAw==, https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGXueLMvyjdKTFONKTu7ErW0emqSCAJxHbO6bNLhh4kH7V400vT8NHtRCTms1PKfwRdYdw6C4vUd4Ez6w15N69I2BWpHB_ZJ76gILX7PdA9JDXKz2WjCkTLzxB6o7kYINNAPaqNnLNEPtIAQoIe8h3G4LVvJ74N8fGcJPCxi33eJqCl-RwEiwnvFdQFAl_eRB-Cb9eJaIDXTcOK_G09yeHtCftzPtp_jA==""}",CONDUCTORES,PROCESADO
24,9,CTHW10B,"CABLE CON AISLAMIENTO TIPO THW 10 AWG, 90° 600V. COLOR BLANCO, MCA. CONDULAC",GENERICA,19.1400,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-10-awg-90-600v-color-blanco-mca-condulac/,,2025-12-05 06:07:07,PENDIENTE,,Cal 10 - Cable THW-LS Blanco (Caja 100m) / Condulac,"{""detalle"": ""Cable de cobre suave, tipo THW-LS, calibre 10 AWG, color blanco, en caja de 100 metros."", ""fuente_datos"": ""ORIGINAL, https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQF2-XH95UszCmdCMwRpJEn9HDmpOCNZCaC3TGYWoDSCtGxKk2TEOSK5u0TsebYO-l0jYicKSzy35d8WG_oBGo0ytfAw_GSwstoN4lqRjSPGETL8YjlE9HliFU1uwiRldDe7bX7_vOf_ZdvrOiWvjxiwdlCmQR9CMMERZiroRpFeL7B1ZefJGn7UI4JX6SfRB4RJYVDJyyY-Uo2WQCEUIVI5bpFshozkMSp_""}",CONDUCTORES,PROCESADO
25,9,CTHW16N,"CABLE CON AISLAMIENTO TIPO THW 16 AWG, 90° 600V. COLOR NEGRO. MCA. CONDULAC",GENERICA,5.1000,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-16-awg-90-600v-color-negro-mca-condulac/,,2025-12-05 06:12:46,PENDIENTE,,Cal 16 - Cable THW-LS Negro (Caja 100m) / Condulac,"{""detalle"": ""Cable de cobre suave, tipo THW-LS, calibre 16 AWG, color negro, en caja de 100 metros."", ""fuente_datos"": ""ORIGINAL, https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHZnhdCWPR0eXDiTUTmzpu4XH58rsqhKqHXFEfJ3BHmLZBnCSldLI24wAjM7enx0NKT9wR7-2GccuqZa0Tkm_oOpwm8yNj_kPLs4siDVGU-ASQMt3DLwOqZzqlBREw7H6biO3RHKt8zKUeGlCUsU9YjCJbFOKgkUGJN2umcb4whPwt2xQtLzrVtqCK_eesPGrVte31owbbU91JvaasngEaQuU8NYAaCJIA=, https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHLRVwAmXkDPBianYkHCTqHUEYHtBhbkBa_271EDJIeowvCBklKeXokEEHoYZVbsnlJ6nO91nIKPmE29qMWxK_AEnrEo0OjQMNsQf-WbPindr3pXlUuvTWlkdEhYRENl8YE4aBMT0aoq-P_2_ge0yodq_5_g1XIVWokEUvGUaxv4iwksJviKfg=""}",CONDUCTORES,PROCESADO
26,9,CTHW14B,"CABLE CON AISLAMIENTO TIPO THW 14 AWG, 90° 600V. COLOR BLANCO, MCA. CONDULAC",GENERICA,8.6300,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-14-awg-90-600v-color-blanco-mca-condulac/,,2025-12-05 06:16:56,PENDIENTE,,Cal 14 - Cable THW Blanco / Condulac,"{""detalle"": ""Calibre: 14 AWG, Tipo: THW, Color: Blanco, Marca: Condulac"", ""fuente_datos"": ""ORIGINAL""}",CONDUCTORES,PROCESADO
27,9,CTHW14A,"CABLE CON AISLAMIENTO TIPO THW 14 AWG, 90° 600V. COLOR AZUL MCA. CONDULAC",GENERICA,8.6300,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-14-awg-90-600v-color-azul-mca-condulac/,,2025-12-05 06:13:40,PENDIENTE,,Cal 14 - Cable THW Azul / Condulac,"{""detalle"": ""Calibre: 14 AWG, Tipo: THW, Color: Azul, Marca: Condulac"", ""fuente_datos"": ""ORIGINAL""}",CONDUCTORES,PROCESADO
28,9,CTHW14VC1,"CABLE CON AISLAMIENTO TIPO THW 14 AWG, 90° 600V. COLOR VERDE MCA. CONDULAC (CARRETE)",GENERICA,8.6300,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-14-awg-90-600v-color-verde-mca-condulac-carrete/,,2025-12-05 06:16:16,PENDIENTE,,Cal 14 - Cable THW Verde (Carrete) / Condulac,"{""detalle"": ""Calibre: 14 AWG, Tipo: THW, Color: Verde, Presentación: Carrete, Marca: Condulac"", ""fuente_datos"": ""ORIGINAL""}",CONDUCTORES,PROCESADO
29,9,CTHW14BC1,"CABLE CON AISLAMIENTO TIPO THW 14 AWG, 90° 600V. COLOR BLANCO, MCA. CONDULAC (CARRETE)",GENERICA,8.6300,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-14-awg-90-600v-color-blanco-mca-condulac-carrete/,,2025-12-05 06:12:06,PENDIENTE,,Cal 14 - Cable THW Blanco (Carrete) / Condulac,"{""detalle"": ""Calibre: 14 AWG, Tipo: THW, Color: Blanco, Presentación: Carrete, Marca: Condulac"", ""fuente_datos"": ""ORIGINAL""}",CONDUCTORES,PROCESADO
30,9,CTHW16R,"CABLE CON AISLAMIENTO TIPO THW 16 AWG, 90° 600V. COLOR ROJO MCA. CONDULAC",GENERICA,5.1000,https://euroelectrica.com.mx/producto/cable-con-aislamiento-tipo-thw-16-awg-90-600v-color-rojo-mca-condulac/,,2025-12-05 06:14:54,PENDIENTE,,Cal 16 - Cable THW Rojo / Condulac,"{""detalle"": ""Calibre: 16 AWG, Tipo: THW, Color: Rojo, Marca: Condulac"", ""fuente_datos"": ""ORIGINAL""}",CONDUCTORES,PROCESADO
