sku,precio,proveedor,sku_original,url,scraped_at,raw_id
HE-CIN-BAR-001,31.13,Grupo Coresa,COR-181201-00006736,https://www.grupocoresa.com/cinta-tipo-momia-2-x-15-mts-6376,2025-12-26 19:28:59.114368+00,2792
HE-CIN-BAR-001,31.13,Grupo Coresa,COR-181201-00006736,https://www.grupocoresa.com/cinta-tipo-momia-2-x-15-mts-6376,2025-12-26 19:28:59.114368+00,2793
HE-MAN-YEL-015,6372.43,Grupo Coresa,COR-181201-00006747,https://www.grupocoresa.com/manifold-f-psi-r404a-410a-22-sin-manguera-yellow-jacket-7476,2025-12-26 19:28:59.114368+00,2794
HE-MAN-YEL-015,6372.43,Grupo Coresa,COR-181201-00006747,https://www.grupocoresa.com/manifold-f-psi-r404a-410a-22-sin-manguera-yellow-jacket-7476,2025-12-26 19:28:59.114368+00,2795
HE-HER-UNI-017,58.71,Grupo Coresa,COR-181201-00006794,https://www.grupocoresa.com/dobla-tubo-de-resorte-1-4-4976,2025-12-26 19:28:59.114368+00,2798
HE-HER-UNI-017,58.71,Grupo Coresa,COR-181201-00006794,https://www.grupocoresa.com/dobla-tubo-de-resorte-1-4-4976,2025-12-26 19:28:59.114368+00,2799
HE-INS-MAS-001,3466.56,Grupo Coresa,COR-181201-00006836,https://www.grupocoresa.com/kit-detector-de-fugas-con-lampara-luz-ultra-violeta-mastercool-6386,2025-12-26 19:28:59.114368+00,2800
HE-INS-MAS-001,3466.56,Grupo Coresa,COR-181201-00006836,https://www.grupocoresa.com/kit-detector-de-fugas-con-lampara-luz-ultra-violeta-mastercool-6386,2025-12-26 19:28:59.114368+00,2801
HE-HER-UNI-018,427.52,Grupo Coresa,COR-181201-00006894,https://www.grupocoresa.com/pinza-pinch-off-4986,2025-12-26 19:28:59.114368+00,2802
HE-HER-UNI-018,427.52,Grupo Coresa,COR-181201-00006894,https://www.grupocoresa.com/pinza-pinch-off-4986,2025-12-26 19:28:59.114368+00,2803
HE-HER-BAR-002,5107.63,Grupo Coresa,COR-181201-00006936,https://www.grupocoresa.com/cilindro-para-recuperar-refrigerante-335302-6396,2025-12-26 19:28:59.114368+00,2804
HE-HER-BAR-002,5107.63,Grupo Coresa,COR-181201-00006936,https://www.grupocoresa.com/cilindro-para-recuperar-refrigerante-335302-6396,2025-12-26 19:28:59.114368+00,2805
HE-MGU-ROB-001,86.81,Grupo Coresa,COR-181201-00006944,N/A,2025-12-26 19:29:02.151882+00,2806
HE-MGU-ROB-001,86.81,Grupo Coresa,COR-181201-00006944,N/A,2025-12-26 19:29:02.151882+00,2807
HE-CHE-SPO-001,435.2,Grupo Coresa,COR-181201-00006976,https://www.grupocoresa.com/kit-de-acidez-ta-1-6796,2025-12-26 19:29:02.151882+00,2808
HE-CHE-SPO-001,435.2,Grupo Coresa,COR-181201-00006976,https://www.grupocoresa.com/kit-de-acidez-ta-1-6796,2025-12-26 19:29:02.151882+00,2809
HE-HER-UNI-019,1226.43,Grupo Coresa,COR-181201-00006994,https://www.grupocoresa.com/accesorio-de-corte-ca550-mezcla-de-tubo-estilo-v-4996,2025-12-26 19:29:02.151882+00,2810
HE-HER-UNI-019,1226.43,Grupo Coresa,COR-181201-00006994,https://www.grupocoresa.com/accesorio-de-corte-ca550-mezcla-de-tubo-estilo-v-4996,2025-12-26 19:29:02.151882+00,2811
HE-MAN-UNI-013,210.71,Grupo Coresa,COR-181201-00007005,https://www.grupocoresa.com/manometro-para-oxigeno-g49d-1-5-100-psi-c-protector-de-goma-5007,2025-12-26 19:29:02.151882+00,2812
HE-MAN-UNI-013,210.71,Grupo Coresa,COR-181201-00007005,https://www.grupocoresa.com/manometro-para-oxigeno-g49d-1-5-100-psi-c-protector-de-goma-5007,2025-12-26 19:29:02.151882+00,2813
HE-ACC-YEL-003,302.18,Grupo Coresa,COR-181201-00007045,N/A,2025-12-26 19:29:02.151882+00,2814
HE-ACC-YEL-003,302.18,Grupo Coresa,COR-181201-00007045,N/A,2025-12-26 19:29:02.151882+00,2815
HE-HER-ADE-011,235.89,Grupo Coresa,COR-181201-00007054,https://www.grupocoresa.com/lanza-mixta-completa-4507,2025-12-26 19:29:02.151882+00,2816
HE-HER-ADE-011,235.89,Grupo Coresa,COR-181201-00007054,https://www.grupocoresa.com/lanza-mixta-completa-4507,2025-12-26 19:29:02.151882+00,2817
HE-CHE-REC-002,920.19,Grupo Coresa,COR-181201-00007134,https://www.grupocoresa.com/sellador-de-fuga-leak-freeze-1-5oz-4317,2025-12-26 19:29:02.151882+00,2820
HE-CHE-REC-002,920.19,Grupo Coresa,COR-181201-00007134,https://www.grupocoresa.com/sellador-de-fuga-leak-freeze-1-5oz-4317,2025-12-26 19:29:02.151882+00,2821
HE-MGU-YEL-010,609.88,Grupo Coresa,COR-181201-00007145,N/A,2025-12-26 19:29:02.151882+00,2822
HE-MGU-YEL-010,609.88,Grupo Coresa,COR-181201-00007145,N/A,2025-12-26 19:29:02.151882+00,2823
HE-SOL-UNI-011,136.49,Grupo Coresa,COR-181201-00007205,https://www.grupocoresa.com/protector-de-calor-hg4-para-puntas-unitorch-5027,2025-12-26 19:29:02.151882+00,2824
HE-SOL-UNI-011,136.49,Grupo Coresa,COR-181201-00007205,https://www.grupocoresa.com/protector-de-calor-hg4-para-puntas-unitorch-5027,2025-12-26 19:29:02.151882+00,2825
HE-MAN-YEL-016,4113.38,Grupo Coresa,COR-181201-00007245,https://www.grupocoresa.com/manifold-heat-pump-r22-407-410a-con-manguera-negra-60-yellow-jacket-5427,2025-12-26 19:29:02.151882+00,2826
HE-MAN-YEL-016,4113.38,Grupo Coresa,COR-181201-00007245,https://www.grupocoresa.com/manifold-heat-pump-r22-407-410a-con-manguera-negra-60-yellow-jacket-5427,2025-12-26 19:29:02.151882+00,2827
HE-MGU-MAS-002,1147.51,Grupo Coresa,COR-181201-00007257,https://www.grupocoresa.com/juego-mangueras-72-mastercol-40372-7527,2025-12-26 19:29:05.144782+00,2828
HE-MGU-MAS-002,1147.51,Grupo Coresa,COR-181201-00007257,https://www.grupocoresa.com/juego-mangueras-72-mastercol-40372-7527,2025-12-26 19:29:05.144782+00,2829
HE-SOL-UNI-012,1496.54,Grupo Coresa,COR-181201-00007305,https://www.grupocoresa.com/kit-llama-de-lapiz-con-manguera-3ft-5037,2025-12-26 19:29:05.144782+00,2830
HE-SOL-UNI-012,1496.54,Grupo Coresa,COR-181201-00007305,https://www.grupocoresa.com/kit-llama-de-lapiz-con-manguera-3ft-5037,2025-12-26 19:29:05.144782+00,2831
RE-CON-HON-001,43.74,Grupo Coresa,COR-181201-00007317,https://www.grupocoresa.com/base-para-modutrol-m9184a1019-7137,2025-12-26 19:29:05.144782+00,2832
RE-CON-HON-001,43.74,Grupo Coresa,COR-181201-00007317,https://www.grupocoresa.com/base-para-modutrol-m9184a1019-7137,2025-12-26 19:29:05.144782+00,2833
HE-VAL-GEN-001,25.93,Grupo Coresa,COR-181201-00007333,https://www.grupocoresa.com/llave-he-vertical-para-tanque-1-4nptf-3-8f-3337,2025-12-26 19:29:05.144782+00,2834
HE-VAL-GEN-001,25.93,Grupo Coresa,COR-181201-00007333,https://www.grupocoresa.com/llave-he-vertical-para-tanque-1-4nptf-3-8f-3337,2025-12-26 19:29:05.144782+00,2835
HE-SOL-AVA-005,435.67,Grupo Coresa,COR-181201-00007346,https://www.grupocoresa.com/boquilla-con-tubo-giratorio-6437,2025-12-26 19:29:05.144782+00,2836
HE-SOL-AVA-005,435.67,Grupo Coresa,COR-181201-00007346,https://www.grupocoresa.com/boquilla-con-tubo-giratorio-6437,2025-12-26 19:29:05.144782+00,2837
AC-VIB-GEN-005,691.21,Grupo Coresa,COR-181201-00007377,https://www.grupocoresa.com/eliminador-de-vibracion-con-malla-de-cobre-1-2-largo-9-7737,2025-12-26 19:29:05.144782+00,2838
AC-VIB-GEN-005,691.21,Grupo Coresa,COR-181201-00007377,https://www.grupocoresa.com/eliminador-de-vibracion-con-malla-de-cobre-1-2-largo-9-7737,2025-12-26 19:29:05.144782+00,2839
HE-SOL-UNI-013,310.1,Grupo Coresa,COR-181201-00007405,https://www.grupocoresa.com/kit-soldar-aluminio-con-fundente-uni-4300-5047,2025-12-26 19:29:05.144782+00,2840
HE-SOL-UNI-013,310.1,Grupo Coresa,COR-181201-00007405,https://www.grupocoresa.com/kit-soldar-aluminio-con-fundente-uni-4300-5047,2025-12-26 19:29:05.144782+00,2841
HE-HER-GEN-009,125.71,Grupo Coresa,COR-181201-00007414,https://www.grupocoresa.com/plegador-de-tubos-4147,2025-12-26 19:29:05.144782+00,2842
HE-HER-GEN-009,125.71,Grupo Coresa,COR-181201-00007414,https://www.grupocoresa.com/plegador-de-tubos-4147,2025-12-26 19:29:05.144782+00,2843
HE-REF-YEL-003,137.66,Grupo Coresa,COR-181201-00007445,https://www.grupocoresa.com/navaja-para-cortar-tubo-yellow-jacket-5447,2025-12-26 19:29:05.144782+00,2844
HE-REF-YEL-003,137.66,Grupo Coresa,COR-181201-00007445,https://www.grupocoresa.com/navaja-para-cortar-tubo-yellow-jacket-5447,2025-12-26 19:29:05.144782+00,2845
HE-REG-UNI-003,1805.23,Grupo Coresa,COR-181201-00007505,https://www.grupocoresa.com/regulador-de-acetileno-5057,2025-12-26 19:29:05.144782+00,2846
HE-REG-UNI-003,1805.23,Grupo Coresa,COR-181201-00007505,https://www.grupocoresa.com/regulador-de-acetileno-5057,2025-12-26 19:29:05.144782+00,2847
HE-HER-GEN-010,165.83,Grupo Coresa,COR-181201-00007514,https://www.grupocoresa.com/herramienta-tensora-de-nilon-sin-agarre-4157,2025-12-26 19:29:05.144782+00,2848
HE-HER-GEN-010,165.83,Grupo Coresa,COR-181201-00007514,https://www.grupocoresa.com/herramienta-tensora-de-nilon-sin-agarre-4157,2025-12-26 19:29:05.144782+00,2849
HE-INS-BAR-003,367.01,Grupo Coresa,COR-181201-00007536,https://www.grupocoresa.com/multimetro-digital-con-medidor-de-temperatura-6357,2025-12-26 19:29:05.144782+00,2850
HE-INS-BAR-003,367.01,Grupo Coresa,COR-181201-00007536,https://www.grupocoresa.com/multimetro-digital-con-medidor-de-temperatura-6357,2025-12-26 19:29:05.144782+00,2851
HE-HER-YEL-010,439.58,Grupo Coresa,COR-181201-00007545,https://www.grupocoresa.com/llave-ratch-1-4-3-16-3-8-5-16-yellow-jacket-5457,2025-12-26 19:29:08.414135+00,2852
HE-HER-YEL-010,439.58,Grupo Coresa,COR-181201-00007545,https://www.grupocoresa.com/llave-ratch-1-4-3-16-3-8-5-16-yellow-jacket-5457,2025-12-26 19:29:08.414135+00,2853
HE-SOL-BAR-003,549.85,Grupo Coresa,COR-181201-00007636,https://www.grupocoresa.com/boquilla-encendido-automatico-6367,2025-12-26 19:29:08.414135+00,2854
HE-SOL-BAR-003,549.85,Grupo Coresa,COR-181201-00007636,https://www.grupocoresa.com/boquilla-encendido-automatico-6367,2025-12-26 19:29:08.414135+00,2855
HE-INS-YEL-003,8720.49,Grupo Coresa,COR-181201-00007645,https://www.grupocoresa.com/medidor-de-vacio-de-mano-yellow-jacket-5467,2025-12-26 19:29:08.414135+00,2856
HE-INS-YEL-003,8720.49,Grupo Coresa,COR-181201-00007645,https://www.grupocoresa.com/medidor-de-vacio-de-mano-yellow-jacket-5467,2025-12-26 19:29:08.414135+00,2857
HE-MGU-YEL-011,1792.29,Grupo Coresa,COR-181201-00007647,https://www.grupocoresa.com/juego-3-mangueras-36-amarillo-rojo-azul-yellow-jacket-7467,2025-12-26 19:29:08.414135+00,2858
HE-MGU-YEL-011,1792.29,Grupo Coresa,COR-181201-00007647,https://www.grupocoresa.com/juego-3-mangueras-36-amarillo-rojo-azul-yellow-jacket-7467,2025-12-26 19:29:08.414135+00,2859
HE-HER-UNI-020,414.36,Grupo Coresa,COR-181201-00007694,https://www.grupocoresa.com/corta-tubo-1-8-a-1-1-4-4967,2025-12-26 19:29:08.414135+00,2860
HE-HER-UNI-020,414.36,Grupo Coresa,COR-181201-00007694,https://www.grupocoresa.com/corta-tubo-1-8-a-1-1-4-4967,2025-12-26 19:29:08.414135+00,2861
HE-CIN-AVA-001,431.02,Grupo Coresa,COR-181201-00007746,https://www.grupocoresa.com/cinta-aislante-foam-cork-6477,2025-12-26 19:29:08.414135+00,2862
HE-CIN-AVA-001,431.02,Grupo Coresa,COR-181201-00007746,https://www.grupocoresa.com/cinta-aislante-foam-cork-6477,2025-12-26 19:29:08.414135+00,2863
HE-MAN-YEL-017,4980.25,Grupo Coresa,COR-181201-00007747,https://www.grupocoresa.com/manifold-c-r134a-404a-407c-rojo-azul-bar-psi-yellow-jacket-7477,2025-12-26 19:29:08.414135+00,2864
HE-MAN-YEL-017,4980.25,Grupo Coresa,COR-181201-00007747,https://www.grupocoresa.com/manifold-c-r134a-404a-407c-rojo-azul-bar-psi-yellow-jacket-7477,2025-12-26 19:29:08.414135+00,2865
HE-CHE-DIV-001,278.43,Grupo Coresa,COR-181201-00007775,https://www.grupocoresa.com/lata-12oz-de-poliuretano-foam-sealant-5777,2025-12-26 19:29:08.414135+00,2866
HE-CHE-DIV-001,278.43,Grupo Coresa,COR-181201-00007775,https://www.grupocoresa.com/lata-12oz-de-poliuretano-foam-sealant-5777,2025-12-26 19:29:08.414135+00,2867
HE-CHE-GEN-003,118.3,Grupo Coresa,COR-181201-00007777,https://www.grupocoresa.com/lata-20-oz-de-poliuretano-7777,2025-12-26 19:29:08.414135+00,2868
HE-CHE-GEN-003,118.3,Grupo Coresa,COR-181201-00007777,https://www.grupocoresa.com/lata-20-oz-de-poliuretano-7777,2025-12-26 19:29:08.414135+00,2869
HE-HER-UNI-021,49.11,Grupo Coresa,COR-181201-00007794,https://www.grupocoresa.com/dobla-tubo-de-resorte-5-16-4977,2025-12-26 19:29:08.414135+00,2870
HE-HER-UNI-021,49.11,Grupo Coresa,COR-181201-00007794,https://www.grupocoresa.com/dobla-tubo-de-resorte-5-16-4977,2025-12-26 19:29:08.414135+00,2871
HE-HER-DIV-005,298.17,Grupo Coresa,COR-181201-00007975,https://www.grupocoresa.com/kit-peines-para-serpentin-8-9-10-11-12-y-14-5797,2025-12-26 19:29:08.414135+00,2872
HE-HER-DIV-005,298.17,Grupo Coresa,COR-181201-00007975,https://www.grupocoresa.com/kit-peines-para-serpentin-8-9-10-11-12-y-14-5797,2025-12-26 19:29:08.414135+00,2873
HE-SOL-UNI-014,219.8,Grupo Coresa,COR-181201-00007994,https://www.grupocoresa.com/punta-de-corte-ct100-2d-para-oxiacetileno-corta-hasta-2-4997,2025-12-26 19:29:08.414135+00,2874
HE-SOL-UNI-014,219.8,Grupo Coresa,COR-181201-00007994,https://www.grupocoresa.com/punta-de-corte-ct100-2d-para-oxiacetileno-corta-hasta-2-4997,2025-12-26 19:29:08.414135+00,2875
HE-MAN-UNI-014,218.8,Grupo Coresa,COR-181201-00008005,https://www.grupocoresa.com/manometro-alta-rojo-g529ld-lpftm-2-5-psi-f-p-r410a-r22-r404a-c-protector-de-goma-5008,2025-12-26 19:29:11.427847+00,2876
HE-MAN-UNI-014,218.8,Grupo Coresa,COR-181201-00008005,https://www.grupocoresa.com/manometro-alta-rojo-g529ld-lpftm-2-5-psi-f-p-r410a-r22-r404a-c-protector-de-goma-5008,2025-12-26 19:29:11.427847+00,2877
HE-REF-ADE-004,814.03,Grupo Coresa,COR-181201-00008154,https://www.grupocoresa.com/tubo-bombeo-completo-nuevo-rosca-gruesa-4518,2025-12-26 19:29:11.427847+00,2884
HE-REF-ADE-004,814.03,Grupo Coresa,COR-181201-00008154,https://www.grupocoresa.com/tubo-bombeo-completo-nuevo-rosca-gruesa-4518,2025-12-26 19:29:11.427847+00,2885
HE-SOL-UNI-015,474.22,Grupo Coresa,COR-181201-00008205,https://www.grupocoresa.com/boquilla-de-autoencendido-electrico-ht89-5028,2025-12-26 19:29:11.427847+00,2886
HE-SOL-UNI-015,474.22,Grupo Coresa,COR-181201-00008205,https://www.grupocoresa.com/boquilla-de-autoencendido-electrico-ht89-5028,2025-12-26 19:29:11.427847+00,2887
HE-MAN-YEL-018,632.29,Grupo Coresa,COR-181201-00008245,https://www.grupocoresa.com/manometro-2-1-2-alta-rojo-para-f-0-500psi-r22-yellow-jacket-5428,2025-12-26 19:29:11.427847+00,2888
HE-MAN-YEL-018,632.29,Grupo Coresa,COR-181201-00008245,https://www.grupocoresa.com/manometro-2-1-2-alta-rojo-para-f-0-500psi-r22-yellow-jacket-5428,2025-12-26 19:29:11.427847+00,2889
HE-HER-AVA-009,349.97,Grupo Coresa,COR-181201-00008257,https://www.grupocoresa.com/juego-expansor-con-5-piezas-1-4-a-5-8-avaly-7528,2025-12-26 19:29:11.427847+00,2890
HE-HER-AVA-009,349.97,Grupo Coresa,COR-181201-00008257,https://www.grupocoresa.com/juego-expansor-con-5-piezas-1-4-a-5-8-avaly-7528,2025-12-26 19:29:11.427847+00,2891
HE-VAL-GEN-002,42.97,Grupo Coresa,COR-181201-00008333,https://www.grupocoresa.com/llave-he-vertical-para-tanque-1-2nptf-5-8f-3338,2025-12-26 19:29:11.427847+00,2892
HE-VAL-GEN-002,42.97,Grupo Coresa,COR-181201-00008333,https://www.grupocoresa.com/llave-he-vertical-para-tanque-1-2nptf-5-8f-3338,2025-12-26 19:29:11.427847+00,2893
HE-MAN-YEL-019,836.84,Grupo Coresa,COR-181201-00008345,https://www.grupocoresa.com/manometro-3-1-8-alta-rojo-para-f-0-500psi-r22-134a-404a-yellow-jacket-5438,2025-12-26 19:29:11.427847+00,2894
HE-MAN-YEL-019,836.84,Grupo Coresa,COR-181201-00008345,https://www.grupocoresa.com/manometro-3-1-8-alta-rojo-para-f-0-500psi-r22-134a-404a-yellow-jacket-5438,2025-12-26 19:29:11.427847+00,2895
HE-HER-AVA-010,123.66,Grupo Coresa,COR-181201-00008346,https://www.grupocoresa.com/expansor-multiple-1-4-a-5-8-avaly-6438,2025-12-26 19:29:11.427847+00,2896
HE-HER-AVA-010,123.66,Grupo Coresa,COR-181201-00008346,https://www.grupocoresa.com/expansor-multiple-1-4-a-5-8-avaly-6438,2025-12-26 19:29:11.427847+00,2897
AC-VIB-GEN-006,567.53,Grupo Coresa,COR-181201-00008377,https://www.grupocoresa.com/eliminador-de-vibracion-con-malla-de-cobre-5-8-largo-10-7738,2025-12-26 19:29:15.008467+00,2898
AC-VIB-GEN-006,567.53,Grupo Coresa,COR-181201-00008377,https://www.grupocoresa.com/eliminador-de-vibracion-con-malla-de-cobre-5-8-largo-10-7738,2025-12-26 19:29:15.008467+00,2899
HE-SOL-UNI-016,406.23,Grupo Coresa,COR-181201-00008405,https://www.grupocoresa.com/antorcha-de-mano-con-llama-de-lapiz-5048,2025-12-26 19:29:15.008467+00,2900
HE-SOL-UNI-016,406.23,Grupo Coresa,COR-181201-00008405,https://www.grupocoresa.com/antorcha-de-mano-con-llama-de-lapiz-5048,2025-12-26 19:29:15.008467+00,2901
HE-HER-GEN-011,116.12,Grupo Coresa,COR-181201-00008414,https://www.grupocoresa.com/tensor-de-conductos-4148,2025-12-26 19:29:15.008467+00,2902
HE-HER-GEN-011,116.12,Grupo Coresa,COR-181201-00008414,https://www.grupocoresa.com/tensor-de-conductos-4148,2025-12-26 19:29:15.008467+00,2903
HE-HER-YEL-011,532.41,Grupo Coresa,COR-181201-00008445,https://www.grupocoresa.com/mini-cortatubo-1-4-a-7-8-yellow-jacket-5448,2025-12-26 19:29:15.008467+00,2904
HE-HER-YEL-011,532.41,Grupo Coresa,COR-181201-00008445,https://www.grupocoresa.com/mini-cortatubo-1-4-a-7-8-yellow-jacket-5448,2025-12-26 19:29:15.008467+00,2905
HE-MAN-AVA-002,139.97,Grupo Coresa,COR-181201-00008446,https://www.grupocoresa.com/manometro-alta-vag500mh-mr-r134-404-12-22-407c-507a-6448,2025-12-26 19:29:15.008467+00,2906
HE-MAN-AVA-002,139.97,Grupo Coresa,COR-181201-00008446,https://www.grupocoresa.com/manometro-alta-vag500mh-mr-r134-404-12-22-407c-507a-6448,2025-12-26 19:29:15.008467+00,2907
HE-REG-UNI-004,1730.02,Grupo Coresa,COR-181201-00008505,https://www.grupocoresa.com/regulador-de-oxigeno-5058,2025-12-26 19:29:15.008467+00,2908
HE-REG-UNI-004,1730.02,Grupo Coresa,COR-181201-00008505,https://www.grupocoresa.com/regulador-de-oxigeno-5058,2025-12-26 19:29:15.008467+00,2909
HE-HER-GEN-012,180.4,Grupo Coresa,COR-181201-00008514,https://www.grupocoresa.com/herramienta-tensora-de-nilon-con-agarre-4158,2025-12-26 19:29:15.008467+00,2910
HE-HER-GEN-012,180.4,Grupo Coresa,COR-181201-00008514,https://www.grupocoresa.com/herramienta-tensora-de-nilon-con-agarre-4158,2025-12-26 19:29:15.008467+00,2911
HE-HER-YEL-012,453.39,Grupo Coresa,COR-181201-00008545,https://www.grupocoresa.com/llave-ratch-1-4-3-16-y-3-8-5-16-yellow-jacket-5458,2025-12-26 19:29:15.008467+00,2912
HE-HER-YEL-012,453.39,Grupo Coresa,COR-181201-00008545,https://www.grupocoresa.com/llave-ratch-1-4-3-16-y-3-8-5-16-yellow-jacket-5458,2025-12-26 19:29:15.008467+00,2913
HE-MGU-UNI-012,627.69,Grupo Coresa,COR-181201-00008547,https://www.grupocoresa.com/juego-mangueras-soft-magic-60-r134a-aut-7458,2025-12-26 19:29:15.008467+00,2914
HE-MGU-UNI-012,627.69,Grupo Coresa,COR-181201-00008547,https://www.grupocoresa.com/juego-mangueras-soft-magic-60-r134a-aut-7458,2025-12-26 19:29:15.008467+00,2915
HE-INS-YEL-004,11635.95,Grupo Coresa,COR-181201-00008645,https://www.grupocoresa.com/detector-de-fugas-uv-yellow-jacket-5468,2025-12-26 19:29:15.008467+00,2916
HE-INS-YEL-004,11635.95,Grupo Coresa,COR-181201-00008645,https://www.grupocoresa.com/detector-de-fugas-uv-yellow-jacket-5468,2025-12-26 19:29:15.008467+00,2917
HE-MGU-YEL-012,2275.71,Grupo Coresa,COR-181201-00008647,https://www.grupocoresa.com/juego-3-mangueras-60-amarillo-rojo-azul-yellow-jacket-7468,2025-12-26 19:29:15.008467+00,2918
HE-MGU-YEL-012,2275.71,Grupo Coresa,COR-181201-00008647,https://www.grupocoresa.com/juego-3-mangueras-60-amarillo-rojo-azul-yellow-jacket-7468,2025-12-26 19:29:15.008467+00,2919
HE-CIN-NAS-001,11.08,Grupo Coresa,COR-181201-00008677,https://www.grupocoresa.com/cinta-teflon-3-4-x-6-10-mts-largo-7768,2025-12-26 19:29:15.008467+00,2920
HE-CIN-NAS-001,11.08,Grupo Coresa,COR-181201-00008677,https://www.grupocoresa.com/cinta-teflon-3-4-x-6-10-mts-largo-7768,2025-12-26 19:29:15.008467+00,2921
AC-VIB-GEN-005,897.11,Grupo Coresa,COR-181201-00009377,https://www.grupocoresa.com/eliminador-de-vibracion-con-malla-de-cobre-7-8-largo-12-7739,2025-12-26 19:29:21.030155+00,2959
HE-INS-DAN-001,19273.31,Grupo Coresa,COR-181201-00009423,https://www.grupocoresa.com/medidor-energia-electrica120-208-204v-3249,2025-12-26 19:29:21.030155+00,2960
HE-INS-DAN-001,19273.31,Grupo Coresa,COR-181201-00009423,https://www.grupocoresa.com/medidor-energia-electrica120-208-204v-3249,2025-12-26 19:29:21.030155+00,2961
HE-HER-YEL-013,493.95,Grupo Coresa,COR-181201-00009445,https://www.grupocoresa.com/mini-cortatubo-de-1-8-a-5-8-yellow-jacket-5449,2025-12-26 19:29:21.030155+00,2962
HE-HER-YEL-013,493.95,Grupo Coresa,COR-181201-00009445,https://www.grupocoresa.com/mini-cortatubo-de-1-8-a-5-8-yellow-jacket-5449,2025-12-26 19:29:21.030155+00,2963
HE-SOL-UNI-017,1634.0,Grupo Coresa,COR-181201-00009505,https://www.grupocoresa.com/boquilla-doble-con-regulador-5059,2025-12-26 19:29:21.030155+00,2964
HE-SOL-UNI-017,1634.0,Grupo Coresa,COR-181201-00009505,https://www.grupocoresa.com/boquilla-doble-con-regulador-5059,2025-12-26 19:29:21.030155+00,2965
HE-HER-YEL-014,85.35,Grupo Coresa,COR-181201-00009545,https://www.grupocoresa.com/peine-para-serpentin-verde-12-14-aletas-yellow-jacket-5459,2025-12-26 19:29:21.030155+00,2966
HE-HER-YEL-014,85.35,Grupo Coresa,COR-181201-00009545,https://www.grupocoresa.com/peine-para-serpentin-verde-12-14-aletas-yellow-jacket-5459,2025-12-26 19:29:21.030155+00,2967
HE-MGU-UNI-013,662.36,Grupo Coresa,COR-181201-00009547,https://www.grupocoresa.com/juego-mangueras-automotriz-para-r134a-60-7459,2025-12-26 19:29:24.671778+00,2968
HE-MGU-UNI-013,662.36,Grupo Coresa,COR-181201-00009547,https://www.grupocoresa.com/juego-mangueras-automotriz-para-r134a-60-7459,2025-12-26 19:29:24.671778+00,2969
HE-INS-YEL-005,7882.4,Grupo Coresa,COR-181201-00009645,https://www.grupocoresa.com/detector-de-fugas-yellow-jacket-5469,2025-12-26 19:29:24.671778+00,2970
HE-INS-YEL-005,7882.4,Grupo Coresa,COR-181201-00009645,https://www.grupocoresa.com/detector-de-fugas-yellow-jacket-5469,2025-12-26 19:29:24.671778+00,2971
HE-MGU-YEL-013,2568.83,Grupo Coresa,COR-181201-00009647,https://www.grupocoresa.com/juego-3-mangueras-72-amarillo-rojo-azul-yellow-jacket-7469,2025-12-26 19:29:24.671778+00,2972
HE-MGU-YEL-013,2568.83,Grupo Coresa,COR-181201-00009647,https://www.grupocoresa.com/juego-3-mangueras-72-amarillo-rojo-azul-yellow-jacket-7469,2025-12-26 19:29:24.671778+00,2973
HE-HER-UNI-022,568.49,Grupo Coresa,COR-181201-00009694,https://www.grupocoresa.com/herramienta-45-flare-3-16-1-4-5-16-3-8-7-16-1-2-y-5-8-4969,2025-12-26 19:29:24.671778+00,2974
HE-HER-UNI-022,568.49,Grupo Coresa,COR-181201-00009694,https://www.grupocoresa.com/herramienta-45-flare-3-16-1-4-5-16-3-8-7-16-1-2-y-5-8-4969,2025-12-26 19:29:24.671778+00,2975
HE-BOM-YEL-001,14589.33,Grupo Coresa,COR-181201-00009745,https://www.grupocoresa.com/bomba-vacio-bullet-1-2hp-7cfm-115v-yellow-jacket-5479,2025-12-26 19:29:24.671778+00,2976
HE-BOM-YEL-001,14589.33,Grupo Coresa,COR-181201-00009745,https://www.grupocoresa.com/bomba-vacio-bullet-1-2hp-7cfm-115v-yellow-jacket-5479,2025-12-26 19:29:24.671778+00,2977
HE-HER-UNI-023,96.69,Grupo Coresa,COR-181201-00009794,https://www.grupocoresa.com/dobla-tubo-de-resorte-1-2-4979,2025-12-26 19:29:24.671778+00,2980
HE-HER-UNI-023,96.69,Grupo Coresa,COR-181201-00009794,https://www.grupocoresa.com/dobla-tubo-de-resorte-1-2-4979,2025-12-26 19:29:24.671778+00,2981
HE-HER-MAS-003,254.76,Grupo Coresa,COR-181201-00009836,https://www.grupocoresa.com/cortatubo-1-8-a-7-8-mastercool-6389,2025-12-26 19:29:24.671778+00,2982
HE-HER-MAS-003,254.76,Grupo Coresa,COR-181201-00009836,https://www.grupocoresa.com/cortatubo-1-8-a-7-8-mastercool-6389,2025-12-26 19:29:24.671778+00,2983
HE-ACC-YEL-004,247.89,Grupo Coresa,COR-181201-00009865,https://www.grupocoresa.com/caja-amarilla-vacia-1-orificio-5689,2025-12-26 19:29:24.671778+00,2984
HE-ACC-YEL-004,247.89,Grupo Coresa,COR-181201-00009865,https://www.grupocoresa.com/caja-amarilla-vacia-1-orificio-5689,2025-12-26 19:29:24.671778+00,2985
HE-HER-DIV-006,74.43,Grupo Coresa,COR-181201-00009975,https://www.grupocoresa.com/peine-para-serpentin-2-medidas-12-y-14-aletas-p-p-5799,2025-12-26 19:29:24.671778+00,2988
